id	name	description	country_id	iata_code	icao_code	latitude	longitude	elevation
359	Mainz Finthen	Mainz	16		EDFZ	49.96893	8.14834	760
360	Eisenach Kindel	Eisenach	16		EDGE	50.9928	10.47271	1101
361	Siegerland	Siegerland	16		EDGS	50.70766	8.08297	1966
362	Hamburg Finkenwerder	Hamburg	16	XFW	EDHI	53.53589	9.83702	22
363	Kiel Holtenau	Kiel	16	KEL	EDHK	54.3795	10.14517	101
364	Lubeck Blankensee	Luebeck	16	LBC	EDHL	53.80537	10.71922	53
365	Dahlemer Binz	Dahlemer Binz	16		EDKV	50.40589	6.52808	1896
366	Meinerzhagen	Meinerzhagen	16		EDKZ	51.09944	7.60194	1548
367	Arnsberg Menden	Arnsberg	16	ZCA	EDLA	51.48333	7.89933	794
368	Essen Mulheim	Essen	16	ESS	EDLE	51.40233	6.93733	424
369	Bielefeld	Bielefeld	16		EDLI	51.96483	8.54483	454
370	Monchengladbach	Moenchengladbach	16	MGL	EDLN	51.23036	6.50449	125
371	Paderborn Lippstadt	Paderborn	16	PAD	EDLP	51.61409	8.61632	699
372	Stadtlohn Vreden	Stadtlohn	16		EDLS	51.99584	6.84067	157
373	Dortmund	Dortmund	16	DTM	EDLW	51.51831	7.61224	425
374	Augsburg	Augsburg	16	AGB	EDMA	48.42516	10.93176	1515
375	Biberach An Der Riss	Biberach	16		EDMB	48.111	9.76283	1903
376	Eggenfelden	Eggenfelden	16		EDME	48.39617	12.72367	1342
377	Mindelheim Mattsies	Mindelheim	16		EDMN	48.10883	10.52433	1857
378	Oberpfaffenhofen	Oberpfaffenhofen	16	OBF	EDMO	48.08136	11.28307	1947
379	Straubing	Straubing	16		EDMS	48.90095	12.51819	1054
380	Vilshofen	Vilshofen	16		EDMV	48.63517	13.19567	991
381	Leutkirch Unterzeil	Leutkirch	16		EDNL	47.85912	10.01457	2099
382	Friedrichshafen	Friedrichshafen	16	FDH	EDNY	47.67132	9.51149	1367
383	Schwerin Parchim	Parchim	16	SZW	EDOP	53.427	11.78344	166
384	Stendal Borstel	Stendal	16	ZSN	EDOV	52.62778	11.81833	184
385	Aalen Heidenheim Elchingen	Aalen-heidenheim	16		EDPA	48.77783	10.26467	1916
386	Bayreuth	Bayreuth	16	BYU	EDQD	49.98443	11.63857	1601
387	Burg Feuerstein	Burg Feuerstein	16		EDQE	49.79383	11.13317	1674
388	Hof Plauen	Hof	16	HOQ	EDQM	50.28884	11.85492	1960
389	Hassfurt Schweinfurt	Hassfurt	16		EDQT	50.018	10.5295	718
390	Koblenz Winningen	Koblenz	16	ZNV	EDRK	50.3255	7.52867	640
391	Trier Fohren	Trier	16	ZQF	EDRT	49.8635	6.78817	665
392	Speyer	Speyer	16	ZQC	EDRY	49.30278	8.4512	312
393	Zweibrucken	Zweibruecken	16		EDRZ	49.20952	7.40065	1133
394	Donaueschingen Villingen	Donaueschingen	16	ZQL	EDTD	47.97333	8.52222	2231
395	Freiburg	Freiburg	16		EDTF	48.02265	7.83258	799
396	Mengen Hohentengen	Mengen	16		EDTM	48.05383	9.37283	1820
397	Schwabisch Hall	Schwaebisch Hall	16		EDTY	49.11832	9.78396	1311
398	Finsterwalde Schacksdorf	Soest	16		EDUS	51.6075	13.738	399
399	Braunschweig Wolfsburg	Braunschweig	16	BWE	EDVE	52.31917	10.55611	295
400	Kassel Calden	Kassel	16	KSF	EDVK	51.40839	9.37763	908
401	Hildesheim	Hildesheim	16		EDVM	52.17983	9.94567	293
402	Bremerhaven	Bremerhaven	16	BRV	EDWB	53.50708	8.57288	11
403	Emden	Emden	16	EME	EDWE	53.39119	7.22741	2
404	Leer Papenburg	Leer	16		EDWF	53.27159	7.44234	3
405	Wilhelmshaven Mariensiel	Wilhelmshaven	16	WVN	EDWI	53.50483	8.05333	16
406	Borkum	Borkum	16	BMK	EDWR	53.5955	6.70917	3
407	Norderney	Norderney	16	NRD	EDWY	53.70682	7.23025	6
408	Flensburg Schaferhaus	Flensburg	16	FLF	EDXF	54.77177	9.37821	130
409	Rendsburg Schachtholm	Rendsburg	16		EDXR	54.22093	9.6008	23
410	Westerland Sylt	Westerland	16	GWT	EDXW	54.91325	8.34047	51
411	Amari	Armari Air Force Base	18		EEEI	59.26029	24.20847	65
412	Kardla	Kardla	18	KDL	EEKA	58.99076	22.83073	18
413	Kuressaare	Kuressaare	18	URE	EEKE	58.22988	22.50949	14
414	Parnu	Parnu	18	EPU	EEPU	58.41904	24.47282	47
415	Tallinn	Tallinn-ulemiste International	18	TLL	EETN	59.41332	24.83284	131
416	Tartu	Tartu	18	TAY	EETU	58.30746	26.69043	219
417	Enontekio	Enontekio	19	ENF	EFET	68.36259	23.42432	1005
418	Eura	Eura	19		EFEU	61.11611	22.20139	259
419	Halli	Halli	19	KEV	EFHA	61.85605	24.7866	479
420	Helsinki Malmi	Helsinki	19	HEM	EFHF	60.25456	25.04283	57
421	Helsinki Vantaa	Helsinki	19	HEL	EFHK	60.31722	24.96333	179
422	Hameenkyro	Hameenkyro	19		EFHM	61.68966	23.07374	449
423	Hanko	Hanko	19		EFHN	59.84886	23.08358	20
424	Hyvinkaa	Hyvinkaa	19	HYV	EFHV	60.65444	24.88111	430
425	Kiikala	Kikala	19		EFIK	60.4625	23.6525	381
426	Immola	Immola	19		EFIM	61.24917	28.90371	338
427	Kitee	Kitee	19		EFIT	62.16611	30.07361	364
428	Ivalo	Ivalo	19	IVL	EFIV	68.60727	27.40533	481
429	Joensuu	Joensuu	19	JOE	EFJO	62.66291	29.60755	398
430	Jyvaskyla	Jyvaskyla	19	JYV	EFJY	62.39945	25.67825	459
431	Kauhava	Kauhava	19	KAU	EFKA	63.12708	23.05144	151
432	Kemi Tornio	Kemi	19	KEM	EFKE	65.78189	24.5991	61
433	Kajaani	Kajaani	19	KAJ	EFKI	64.28547	27.69241	483
434	Kauhajoki	Kauhajoki	19		EFKJ	62.4625	22.39306	407
435	Kruunupyy	Kruunupyy	19	KOK	EFKK	63.72117	23.14313	84
436	Kemijarvi	Kemijarvi	19		EFKM	66.71288	27.15679	692
437	Kuusamo	Kuusamo	19	KAO	EFKS	65.98758	29.23938	866
438	Kittila	Kittila	19	KTT	EFKT	67.70102	24.84685	644
439	Kuopio	Kuopio	19	KUO	EFKU	63.00715	27.79776	323
440	Lahti Vesivehmaa	Vesivehmaa	19		EFLA	61.14416	25.69351	502
441	Lappeenranta	Lappeenranta	19	LPP	EFLP	61.04455	28.1444	349
442	Mariehamn	Mariehamn	19	MHQ	EFMA	60.1222	19.89816	17
443	Menkijarvi	Menkijarvi	19		EFME	62.94667	23.51889	331
444	Mikkeli	Mikkeli	19	MIK	EFMI	61.6866	27.20179	329
445	Nummela	Nummela	19		EFNU	60.33389	24.29639	367
446	Oulu	Oulu	19	OUL	EFOU	64.93006	25.35456	47
447	Piikajarvi	Piikajarvi	19		EFPI	61.24556	22.19336	148
448	Pori	Pori	19	POR	EFPO	61.46169	21.79998	44
449	Pudasjarvi	Pudasjarvi	19		EFPU	65.40222	26.94694	397
450	Pyhasalmi	Pyhasalmi	19		EFPY	63.73192	25.92631	528
451	Raahe Pattijoki	Pattijoki	19		EFRH	64.68806	24.69583	118
452	Rantasalmi	Rantasalmi	19		EFRN	62.06548	28.35649	292
453	Rovaniemi	Rovaniemi	19	RVN	EFRO	66.56482	25.83041	642
454	Rayskala	Rayskala	19		EFRY	60.74472	24.10778	407
455	Savonlinna	Savonlinna	19	SVL	EFSA	61.94306	28.94514	311
456	Selanpaa	Selanpaa	19		EFSE	61.06239	26.79886	417
457	Sodankyla	Sodankyla	19	SOT	EFSO	67.39503	26.61913	602
458	Tampere Pirkkala	Tampere	19	TMP	EFTP	61.41415	23.60439	390
459	Teisko	Teisko	19		EFTS	61.77335	24.02701	515
460	Turku	Turku	19	TKU	EFTU	60.51414	22.26281	161
461	Utti	Utti	19	QVY	EFUT	60.89639	26.93835	339
462	Vaasa	Vaasa	19	VAA	EFVA	63.05065	21.76218	19
463	Varkaus	Varkaus	19	VRK	EFVR	62.17111	27.86861	286
464	Ylivieska	Ylivieska-raudaskyla	19		EFYL	64.06055	24.71595	252
465	Belfast Intl	Belfast	20	BFS	EGAA	54.6575	-6.21583	268
466	St Angelo	Enniskillen	20	ENK	EGAB	54.39889	-7.65167	155
467	Belfast City	Belfast	20	BHD	EGAC	54.61806	-5.8725	15
468	City of Derry	Londonderry	20	LDY	EGAE	55.04278	-7.16111	22
469	Birmingham	Birmingham	20	BHX	EGBB	52.45386	-1.74803	327
470	Coventry	Coventry	20	CVT	EGBE	52.36972	-1.47972	267
471	Leicester	Leicester	20		EGBG	52.60778	-1.03194	469
472	Gloucestershire	Golouchestershire	20	GLO	EGBJ	51.89417	-2.16722	101
474	Wolverhampton	Halfpenny Green	20		EGBO	52.5175	-2.25944	283
475	Kemble	Pailton	20		EGBP	51.66806	-2.05694	433
476	Turweston	Turweston	20		EGBT	52.04083	-1.09556	448
477	Wellesbourne Mountford	Wellesbourne	20		EGBW	52.19222	-1.61444	159
478	Manchester	Manchester	20	MAN	EGCC	53.35374	-2.27495	257
479	Manchester Woodford	Woodfort	20		EGCD	53.33806	-2.14889	295
480	Chivenor	Chivenor	20		EGDC	51.08717	-4.15034	27
481	St Mawgan	Newquai	20	NQY	EGDG	50.44056	-4.99541	390
482	Lyneham	Lyneham	20	LYE	EGDL	51.50514	-1.99343	513
483	Boscombe Down	Boscombe Down	20		EGDM	51.15219	-1.74741	407
484	Culdrose	Culdrose	20		EGDR	50.08609	-5.25571	267
485	St Athan	St. Athan	20		EGDX	51.40481	-3.43575	163
486	Yeovilton	Yeovilton	20	YEO	EGDY	51.00936	-2.63882	75
487	Haverfordwest	Haverfordwest	20		EGFE	51.83306	-4.96111	159
488	Cardiff	Cardiff	20	CWL	EGFF	51.39667	-3.34333	220
489	Swansea	Swansea	20	SWS	EGFH	51.60533	-4.06783	299
490	Bristol	Bristol	20	BRS	EGGD	51.38267	-2.71909	622
491	Liverpool	Liverpool	20	LPL	EGGP	53.33361	-2.84972	80
492	Luton	London	20	LTN	EGGW	51.87472	-0.36833	526
493	Plymouth	Plymouth	20	PLH	EGHD	50.42278	-4.10583	476
494	Bournemouth	Bournemouth	20	BOH	EGHH	50.78	-1.8425	38
495	Southampton	Southampton	20	SOU	EGHI	50.95026	-1.3568	44
496	Lasham	Lasham	20	QLA	EGHL	51.18717	-1.0335	618
497	Alderney	Alderney	21	ACI	EGJA	49.70611	-2.21472	290
498	Guernsey	Guernsey	21	GCI	EGJB	49.43496	-2.60197	336
499	Jersey	Jersey	22	JER	EGJJ	49.20795	-2.19551	277
500	Shoreham	Shoreham By Sea	20	ESH	EGKA	50.83556	-0.29722	7
501	Biggin Hill	Biggin Hill	20	BQH	EGKB	51.33083	0.0325	598
502	Gatwick	London	20	LGW	EGKK	51.14806	-0.19028	202
503	City	London	20	LCY	EGLC	51.50528	0.05528	19
504	Farnborough	Farnborough	20	FAB	EGLF	51.27583	-0.77633	238
505	Chalgrove	Chalsgrove	20		EGLJ	51.67611	-1.08083	240
506	Blackbushe	Blackbushe	20	BBS	EGLK	51.32389	-0.8475	325
507	Heathrow	London	20	LHR	EGLL	51.4775	-0.46139	83
508	Southend	Southend	20	SEN	EGMC	51.57139	0.69556	49
509	Lydd	Lydd	20	LYX	EGMD	50.95611	0.93917	13
510	Manston	Manston	20	MSE	EGMH	51.34222	1.34611	178
511	Brough	Brough	20		EGNB	53.71967	-0.56633	12
512	Carlisle	Carlisle	20	CAX	EGNC	54.9375	-2.80917	190
513	Gamston	Repton	20		EGNE	53.28056	-0.95139	91
514	Blackpool	Blackpool	20	BLK	EGNH	53.77167	-3.02861	34
515	Humberside	Humberside	20	HUY	EGNJ	53.57444	-0.35083	121
516	Walney Island	Barrow Island	20	BWF	EGNL	54.13117	-3.26367	173
517	Leeds Bradford	Leeds	20	LBA	EGNM	53.8659	-1.66057	681
518	Warton	Warton	20		EGNO	53.7451	-2.88306	55
519	Hawarden	Hawarden	20	CEG	EGNR	53.17806	-2.97778	45
520	Isle Of Man	Isle Of Man	23	IOM	EGNS	54.08333	-4.62389	52
521	Newcastle	Newcastle	20	NCL	EGNT	55.0375	-1.69167	266
522	Durham Tees Valley Airport	Teesside	20	MME	EGNV	54.50919	-1.42941	120
523	Nottingham East Midlands	East Midlands	20	EMA	EGNX	52.83111	-1.32806	306
524	Llanbedr	Llanbedr	20		EGOD	52.81174	-4.12358	30
525	Ternhill	Ternhill	20		EGOE	52.87116	-2.53356	272
526	Shawbury	Shawbury	20		EGOS	52.79817	-2.66804	249
528	Woodvale	Woodvale	20		EGOW	53.58158	-3.05552	37
529	Kirkwall	Kirkwall	20	KOI	EGPA	58.95778	-2.905	50
530	Sumburgh	Sumburgh	20	LSI	EGPB	59.87889	-1.29556	20
531	Wick	Wick	20	WIC	EGPC	58.45889	-3.09306	126
532	Dyce	Aberdeen	20	ABZ	EGPD	57.20194	-2.19778	215
533	Inverness	Inverness	20	INV	EGPE	57.5425	-4.0475	31
534	Glasgow	Glasgow	20	GLA	EGPF	55.87194	-4.43306	26
535	Edinburgh	Edinburgh	20	EDI	EGPH	55.95	-3.3725	135
536	Islay	Islay	20	ILY	EGPI	55.68194	-6.25667	56
537	Prestwick	Prestwick	20	PIK	EGPK	55.50944	-4.58667	65
538	Benbecula	Benbecula	20	BEB	EGPL	57.48111	-7.36278	19
539	Scatsta	Scatsta	20	SDZ	EGPM	60.43278	-1.29611	81
540	Dundee	Dundee	20	DND	EGPN	56.4525	-3.02583	17
541	Stornoway	Stornoway	20	SYY	EGPO	58.21556	-6.33111	26
542	Tiree	Tiree	20	TRE	EGPU	56.49917	-6.86917	38
543	Leuchars	Leuchars	20	ADX	EGQL	56.37289	-2.86844	38
544	Lossiemouth	Lossiemouth	20	LMO	EGQS	57.70521	-3.33917	42
545	Cambridge	Cambridge	20	CBG	EGSC	52.205	0.175	47
546	Conington	Peterborough	20		EGSF	52.46806	-0.25111	26
547	Norwich	Norwich	20	NWI	EGSH	52.67583	1.28278	117
548	Stansted	London	20	STN	EGSS	51.885	0.235	348
549	North Weald	North Weald	20		EGSX	51.72167	0.15417	321
550	Sheffield City	Fowlmere	20		EGSY	53.39426	-1.38849	231
551	Cranfield	Cranfield	20		EGTC	52.07222	-0.61667	358
552	Exeter	Exeter	20	EXT	EGTE	50.73444	-3.41389	102
553	Bristol Filton	Bristol	20	FZO	EGTG	51.51944	-2.59083	226
554	Kidlington	Oxford	20	OXF	EGTK	51.83694	-1.32	270
555	Benson	Benson	20		EGUB	51.61639	-1.09583	226
556	Lakenheath	Lakenheath	20		EGUL	52.40933	0.561	32
557	Mildenhall	Mildenhall	20	MHZ	EGUN	52.36193	0.48641	33
558	Wattisham	Wattisham	20		EGUW	52.12728	0.95626	284
559	Wyton	Wyton	20		EGUY	52.35717	-0.10783	135
560	Fairford	Fairford	20	FFD	EGVA	51.68217	-1.79003	286
561	Brize Norton	Brize Norton	20	BZZ	EGVN	51.74996	-1.58362	288
562	Odiham	Odiham	20	ODH	EGVO	51.23414	-0.94282	405
563	Cosford	Cosford	20		EGWC	52.64003	-2.30558	272
564	Northolt	Northolt	20	NHT	EGWU	51.553	-0.41817	124
565	Coningsby	Coningsby	20	QCY	EGXC	53.09301	-0.16601	25
566	Dishforth	Dishforth	20		EGXD	54.13719	-1.42025	117
567	Leeming	Leeming	20		EGXE	54.29238	-1.5354	132
568	Church Fenton	Church Fenton	20		EGXG	53.83433	-1.1955	29
569	Honington	Honington	20	BEQ	EGXH	52.34261	0.77294	174
570	Cottesmore	Cottesmore	20		EGXJ	52.73571	-0.64877	461
571	Scampton	Scampton	20		EGXP	53.30778	-0.55083	202
572	Wittering	Wittering	20		EGXT	52.61256	-0.47645	273
573	Linton On Ouse	Linton-on-ouse	20		EGXU	54.04891	-1.25275	53
574	Waddington	Waddington	20	WTN	EGXW	53.16617	-0.52381	231
575	Topcliffe	Topcliffe	20		EGXZ	54.20552	-1.38209	92
576	Cranwell	Cranwell	20		EGYD	53.03035	-0.48324	218
577	Barkston Heath	Barkston Heath	20		EGYE	52.96222	-0.56162	367
578	Marham	Marham	20	KNF	EGYM	52.64835	0.55069	75
579	Mount Pleasant	Mount Pleasant	24	MPN	EGYP	-51.82278	-58.44722	244
580	Schiphol	Amsterdam	25	AMS	EHAM	52.30861	4.76389	-11
581	Budel	Weert	25		EHBD	51.25528	5.60139	114
582	Maastricht	Maastricht	25	MST	EHBK	50.91166	5.77014	375
583	Deelen	Deelen	25		EHDL	52.06056	5.87306	158
584	Drachten	Drachten	25		EHDR	53.11917	6.12972	14
585	Eindhoven	Eindhoven	25	EIN	EHEH	51.45014	5.37453	74
586	Eelde	Groningen	25	GRQ	EHGG	53.11972	6.57944	17
587	Gilze Rijen	Gilze-rijen	25		EHGR	51.56739	4.93183	49
588	De Kooy	De Kooy	25	DHR	EHKD	52.92335	4.78062	3
589	Lelystad	Lelystad	25		EHLE	52.46028	5.52722	-13
590	Leeuwarden	Leeuwarden	25	LWR	EHLW	53.22861	5.76056	3
591	Rotterdam	Rotterdam	25	RTM	EHRD	51.95694	4.43722	-15
592	Soesterberg	Soesterberg	25	UTC	EHSB	52.1273	5.27619	66
593	Twenthe	Enschede	25	ENS	EHTW	52.27	6.87417	114
594	Valkenburg	Valkenburg	25	LID	EHVB	52.16614	4.41794	0
595	Woensdrecht	Woensdrecht	25	WOE	EHWO	51.44909	4.34203	63
596	Cork	Cork	26	ORK	EICK	51.84127	-8.49111	502
597	Galway	Galway	26	GWY	EICM	53.30018	-8.94159	81
599	Dublin	Dublin	26	DUB	EIDW	53.42133	-6.27008	242
600	Ireland West Knock	Connaught	26	NOC	EIKN	53.9103	-8.81849	665
601	Kerry	Kerry	26	KIR	EIKY	52.18088	-9.52378	112
602	Casement	Casement	26		EIME	53.30167	-6.45133	319
603	Shannon	Shannon	26	SNN	EINN	52.70198	-8.92482	46
604	Sligo	Sligo	26	SXL	EISG	54.28021	-8.59921	11
605	Waterford	Waterford	26	WAT	EIWF	52.1872	-7.08696	119
607	Aarhus	Aarhus	27	AAR	EKAH	56.30002	10.61901	82
608	Billund	Billund	27	BLL	EKBI	55.74032	9.15178	247
609	Kastrup	Copenhagen	27	CPH	EKCH	55.61792	12.65597	17
610	Esbjerg	Esbjerg	27	EBJ	EKEB	55.52594	8.5534	97
611	Gronholt Hillerod	Gronholt	27		EKGH	55.94139	12.38222	97
612	Karup	Karup	27	KRP	EKKA	56.29746	9.12463	170
613	Laeso	Laeso	27		EKLS	57.27723	11.00008	25
614	Lolland Falster Maribo	Maribo	27		EKMB	54.69934	11.44012	16
615	Odense	Odense	27	ODE	EKOD	55.47666	10.33093	56
616	Krusa Padborg	Krusa-padborg	27		EKPB	54.87031	9.27901	88
617	Roskilde	Copenhagen	27	RKE	EKRK	55.58557	12.13143	146
618	Bornholm Ronne	Ronne	27	RNN	EKRN	55.06327	14.75956	52
619	Sonderborg	Soenderborg	27	SGD	EKSB	54.96437	9.79173	24
621	Skrydstrup	Skrydstrup	27	SKS	EKSP	55.22555	9.26393	141
622	Skive	Skive	27		EKSV	56.55021	9.17298	74
623	Thisted	Thisted	27	TED	EKTS	57.0688	8.70522	23
624	Kolding Vamdrup	Kolding	27		EKVD	55.43628	9.33092	143
625	Vagar	Vagar	28	FAE	EKVG	62.06363	-7.27722	280
626	Aars	Vesthimmerland	27		EKVH	56.84694	9.45861	119
627	Stauning	Stauning	27	STA	EKVJ	55.99012	8.35391	17
628	Aalborg	Aalborg	27	AAL	EKYT	57.09279	9.84916	10
629	Luxembourg	Luxemburg	29	LUX	ELLX	49.62658	6.21152	1234
630	Vigra	Alesund	30	AES	ENAL	62.56037	6.11016	69
631	Andenes	Andoya	30	ANX	ENAN	69.2925	16.14417	43
632	Alta	Alta	30	ALF	ENAT	69.97611	23.37167	9
633	Bomoen	Voss	30		ENBM	60.63885	6.5015	300
634	Bronnoy	Bronnoysund	30	BNN	ENBN	65.46111	12.2175	25
635	Bodo	Bodo	30	BOO	ENBO	67.26917	14.36528	42
636	Flesland	Bergen	30	BGO	ENBR	60.29339	5.21814	170
637	Batsfjord	Batsfjord	30	BJF	ENBS	70.60028	29.6925	490
638	Kjevik	Kristiansand	30	KRS	ENCN	58.20421	8.08537	57
639	Dagali	Geilo	30		ENDI	60.41667	8.51278	2618
640	Bardufoss	Bardufoss	30	BDU	ENDU	69.05576	18.54036	252
641	Evenes	Harstad/Narvik	30	EVE	ENEV	68.4913	16.67811	84
642	Leirin	Fagernes	30	VDB	ENFG	61.01556	9.28806	2697
643	Floro	Floro	30	FRO	ENFL	61.58361	5.02472	37
644	Gardermoen	Oslo	30	OSL	ENGM	60.19392	11.10036	681
645	Karmoy	Haugesund	30	HAU	ENHD	59.34527	5.20836	86
646	Hasvik	Hasvik	30	HAA	ENHK	70.48668	22.13974	21
647	Kvernberget	Kristiansund	30	KSU	ENKB	63.11178	7.82452	204
648	Kjeller	Kjeller	30		ENKJ	59.96934	11.03609	354
649	Hoybuktmoen	Kirkenes	30	KKN	ENKR	69.72578	29.8913	283
650	Lista	Farsund	30	FAN	ENLI	58.09949	6.62605	29
651	Aro	Molde	30	MOL	ENML	62.74472	7.2625	10
652	Kjaerstad	Mosjoen	30	MJF	ENMS	65.784	13.21491	237
653	Banak	Lakselv	30	LKL	ENNA	70.06881	24.97349	25
654	Notodden	Notodden	30	NTB	ENNO	59.56568	9.21222	63
655	Orland	Orland	30	OLA	ENOL	63.69891	9.604	28
656	Roros	Roros	30	RRS	ENRO	62.57841	11.34235	2054
657	Moss	Rygge	30	RYG	ENRY	59.37893	10.78539	174
658	Longyear	Svalbard	30	LYR	ENSB	78.24611	15.46556	88
659	Geiteryggen	Skien	30	SKE	ENSN	59.185	9.56694	463
660	Sorstokken	Stord	30	SRP	ENSO	59.79192	5.34085	160
662	Stokka	Sandnessjoen	30	SSJ	ENST	65.95683	12.46894	56
663	Langnes	Tromso	30	TOS	ENTC	69.68333	18.91892	31
664	Torp	Sandefjord	30	TRF	ENTO	59.1867	10.25863	286
665	Vaernes	Trondheim	30	TRD	ENVA	63.45756	10.92425	56
666	Sola	Stavanger	30	SVG	ENZV	58.87678	5.63786	29
667	Babice	Warsaw	31		EPBC	52.26849	20.91105	352
668	Lech Walesa	Gdansk	31	GDN	EPGD	54.37757	18.46622	489
669	Balice	Krakow	31	KRK	EPKK	50.07773	19.78484	791
670	Muchowiec	Katowice	31		EPKM	50.23815	19.03418	909
671	Pyrzowice	Katowice	31	KTW	EPKT	50.47425	19.08002	995
673	Mielec	Mielec	31		EPML	50.32228	21.46213	548
674	Lawica	Poznan	31	POZ	EPPO	52.42103	16.82632	308
675	Jasionka	Rzeszow	31	RZE	EPRZ	50.10996	22.019	675
676	Goleniow	Szczecin	31	SZZ	EPSC	53.58473	14.90221	154
677	Redzikowo	Slupsk	31	OSP	EPSK	54.47889	17.1075	217
678	Swidwin	Shapaja	31		EPSN	53.79064	15.82625	385
679	Okecie	Warsaw	31	WAW	EPWA	52.16575	20.96712	362
680	Strachowice	Wroclaw	31	WRO	EPWR	51.10268	16.88584	404
681	Babimost	Zielona Gora	31	IEG	EPZG	52.13852	15.79856	194
682	Malmen	Linkoeping	32		ESCF	58.40228	15.52568	308
683	Bravalla	Norrkoeping	32		ESCK	58.61087	16.10359	90
684	Uppsala	Uppsala	32		ESCM	59.89733	17.58858	68
685	Ronneby	Ronneby	32	RNB	ESDF	56.26667	15.265	191
686	Rada	Rada	32		ESFR	58.49814	13.05323	230
687	Landvetter	Gothenborg	32	GOT	ESGG	57.66284	12.27982	506
688	Jonkoping	Joenkoeping	32	JKG	ESGJ	57.75759	14.06873	741
689	Falkoping	Falkoping	32		ESGK	58.16979	13.58785	785
690	Lidkoping	Lidkoping	32	LDK	ESGL	58.46552	13.17441	200
691	Save	Gothenborg	32	GSE	ESGP	57.77472	11.87037	59
692	Skovde	Skovde	32	KVB	ESGR	58.4564	13.97267	324
693	Trollhattan Vanersborg	Trollhattan	32	THN	ESGT	58.31806	12.345	137
694	Karlsborg	Karlsborg	32		ESIA	58.51384	14.50712	308
695	Satenas	Satenas	32		ESIB	58.42644	12.71439	181
696	Barkarby	Stockholm	32		ESKB	59.41869	17.89069	50
697	Karlskoga	Karlskoga	32	KSK	ESKK	59.34587	14.49592	400
698	Mora	Mora	32	MXX	ESKM	60.95791	14.51138	634
699	Skavsta	Stockholm	32	NYO	ESKN	58.78864	16.91219	140
700	Arvika	Arvika	32		ESKV	59.67586	12.63944	237
701	Emmaboda	Emmaboda	32		ESMA	56.61076	15.60476	442
702	Feringe	Ljungby	32		ESMG	56.95028	13.92167	538
703	Kristianstad	Kristianstad	32	KID	ESMK	55.92169	14.08554	76
704	Landskrona	Landskrona	32	JLD	ESML	55.94444	12.86944	194
705	Oskarshamn	Oskarshamn	32	OSK	ESMO	57.35045	16.49797	96
706	Anderstorp	Anderstorp	32		ESMP	57.26417	13.59944	507
707	Kalmar	Kalkmar	32	KLR	ESMQ	56.68553	16.28758	17
708	Sturup	Malmoe	32	MMX	ESMS	55.53019	13.37164	236
709	Halmstad	Halmstad	32	HAD	ESMT	56.69113	12.82021	101
710	Hagshult	Hagshult	32		ESMV	57.29222	14.13722	556
711	Kronoberg	Vaxjo	32	VXO	ESMX	56.92914	14.72799	610
712	Hallviken	Hallviken	32		ESNA	63.73833	15.45833	1119
713	Hedlanda	Hede	32		ESNC	62.40889	13.74722	1460
714	Sveg	Sveg	32	EVG	ESND	62.04781	14.42295	1178
715	Gallivare	Gallivare	32	GEV	ESNG	67.13241	20.81464	1027
716	Hudiksvall	Hudiksvall	32	HUV	ESNH	61.76809	17.08072	95
717	Jokkmokk	Jokkmokk	32		ESNJ	66.49624	20.14718	904
718	Kramfors Solleftea	Kramfors	32	KRF	ESNK	63.0486	17.76886	34
719	Lycksele	Lycksele	32	LYC	ESNL	64.54832	18.71622	705
720	Optand	Optand	32		ESNM	63.12861	14.80278	1236
721	Sundsvall Harnosand	Sundsvall	32	SDL	ESNN	62.52812	17.44393	16
722	Ornskoldsvik	Ornskoldsvik	32	OER	ESNO	63.40834	18.99004	354
723	Pitea	Pitea	32		ESNP	65.39833	21.26083	43
724	Kiruna	Kiruna	32	KRN	ESNQ	67.82199	20.33676	1508
725	Orsa	Orsa	32		ESNR	61.19003	14.71257	683
726	Skelleftea	Skelleftea	32	SFT	ESNS	64.62477	21.07689	157
727	Sattna	Sattna	32		ESNT	62.48137	17.00292	886
728	Umea	Umea	32	UME	ESNU	63.79183	20.28276	24
729	Vilhelmina	Vilhelmina	32	VHM	ESNV	64.57908	16.83358	1140
730	Arvidsjaur	Arvidsjaur	32	AJR	ESNX	65.59028	19.28194	1245
731	Orebro	Orebro	32	ORB	ESOE	59.22373	15.03796	188
733	Vasteras	Vasteras	32	VST	ESOW	59.58944	16.63361	21
734	Kallax	Lulea	32	LLA	ESPA	65.54376	22.12199	65
735	Vidsel	Vidsel	32		ESPE	65.87532	20.14992	597
736	Arboga	Arboga	32		ESQO	59.38658	15.92406	33
737	Arlanda	Stockholm	32	ARN	ESSA	59.65194	17.91861	137
738	Bromma	Stockholm	32	BMA	ESSB	59.35437	17.94165	47
739	Borlange	Borlange	32	BLE	ESSD	60.42202	15.51521	503
740	Hultsfred	Hultsfred	32	HLF	ESSF	57.52583	15.82333	366
741	Gavle	Gavle	32	GVX	ESSK	60.59333	16.95139	224
742	Saab	Linkoeping	32	LPI	ESSL	58.40615	15.68051	172
743	Kungsangen	Norrkoeping	32	NRK	ESSP	58.58625	16.25062	32
745	Eskilstuna	Eskilstuna	32		ESSU	59.35108	16.7084	139
746	Visby	Visby	32	VBY	ESSV	57.6628	18.34621	164
748	Kalixfors	Kalixfors	32		ESUK	67.76479	20.25723	1549
